,objective_name,data_name,dimension,idx_rep,solver_name,stop_val,time,objective_value
0,Lasso Regression[reg=0.05],finance,"(1668737,)",0,cd,1,0.625525421999555,18056.451532261995
1,Lasso Regression[reg=0.05],finance,"(1668737,)",0,Cyanure,1,3.9922698399986984,102541.31593804511
2,Lasso Regression[reg=0.05],finance,"(1668737,)",0,Lightning,1,1.179968997999822,123727.17587910406
3,Lasso Regression[reg=0.05],finance,"(1668737,)",0,Python-PGD[use_acceleration=False],1,3.756644609000432,41483.25507940697
4,Lasso Regression[reg=0.05],finance,"(1668737,)",0,Python-PGD[use_acceleration=True],1,4.07921806900049,41483.25507940697
5,Lasso Regression[reg=0.05],finance,"(1668737,)",0,sklearn,1,0.5236635330002173,18056.451532261966
