,objective_name,data_name,scale,idx_rep,solver_name,stop_val,time,objective_value
0,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,1,0.0006888959999997724,46706.732852783185
1,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,1,0.00047981099999994115,46706.732852783185
2,Lasso Regression[reg=0.05],Boston,13,2,L-BFGS-B,1,0.005895744000000036,46706.732852783185
3,Lasso Regression[reg=0.05],Boston,13,3,L-BFGS-B,1,0.001029649999999549,46706.732852783185
4,Lasso Regression[reg=0.05],Boston,13,4,L-BFGS-B,1,0.00036443199999958154,46706.732852783185
5,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,2,0.0027918189999995846,46706.732852783185
6,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,2,0.002818747000000066,46706.732852783185
7,Lasso Regression[reg=0.05],Boston,13,2,L-BFGS-B,2,0.002916342999999877,46706.732852783185
8,Lasso Regression[reg=0.05],Boston,13,3,L-BFGS-B,2,0.002809165000000391,46706.732852783185
9,Lasso Regression[reg=0.05],Boston,13,4,L-BFGS-B,2,0.0028066510000002154,46706.732852783185
10,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,3,0.00277204099999917,46706.732852783185
11,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,3,0.00285123600000059,46706.732852783185
12,Lasso Regression[reg=0.05],Boston,13,2,L-BFGS-B,3,0.0027204779999996376,46706.732852783185
13,Lasso Regression[reg=0.05],Boston,13,3,L-BFGS-B,3,0.0035261690000005785,46706.732852783185
14,Lasso Regression[reg=0.05],Boston,13,4,L-BFGS-B,3,0.0027377050000003678,46706.732852783185
15,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,6,0.002847426999999847,46706.732852783185
16,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,6,0.002661556000000509,46706.732852783185
17,Lasso Regression[reg=0.05],Boston,13,2,L-BFGS-B,6,0.0026052830000002913,46706.732852783185
18,Lasso Regression[reg=0.05],Boston,13,3,L-BFGS-B,6,0.0027833059999995413,46706.732852783185
19,Lasso Regression[reg=0.05],Boston,13,4,L-BFGS-B,6,0.0026142529999999553,46706.732852783185
20,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,15,0.0027915509999996146,46706.732852783185
21,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,15,0.0027475490000004044,46706.732852783185
22,Lasso Regression[reg=0.05],Boston,13,2,L-BFGS-B,15,0.0027991969999998645,46706.732852783185
23,Lasso Regression[reg=0.05],Boston,13,3,L-BFGS-B,15,0.00274450599999998,46706.732852783185
24,Lasso Regression[reg=0.05],Boston,13,4,L-BFGS-B,15,0.00280734299999974,46706.732852783185
25,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,46,0.002615243000000156,46706.732852783185
26,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,46,0.0026207849999995148,46706.732852783185
27,Lasso Regression[reg=0.05],Boston,13,2,L-BFGS-B,46,0.0027215070000004005,46706.732852783185
28,Lasso Regression[reg=0.05],Boston,13,3,L-BFGS-B,46,0.0029536429999996727,46706.732852783185
