,objective_name,data_name,scale,idx_rep,solver_name,stop_val,time,objective_value
0,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,1,0.004994393000000041,44927.92290906013
1,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,1,0.0005542140000001083,44927.92290906013
2,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,2,0.0010419059999997593,40660.398645278256
3,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,2,0.0006978669999999632,40660.398645278256
4,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,3,0.0007042269999999462,33809.1017130776
5,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,3,0.0006969629999997728,33809.1017130776
6,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,4,0.0008565640000002261,33546.309961708954
7,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,4,0.0007737890000001357,33546.309961708954
8,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,6,0.0009226789999998708,33531.500227700206
9,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,6,0.0008982749999999484,33531.500227700206
10,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,9,0.0010921459999999605,33531.500227700206
11,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,9,0.0010229150000000686,33531.500227700206
12,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,16,0.001244683999999996,33531.500227700206
13,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,16,0.0013260649999997653,33531.500227700206
14,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,34,0.0011329600000000717,33531.500227700206
15,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,34,0.0009898680000000049,33531.500227700206
16,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,88,0.001047392000000258,33531.500227700206
17,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,88,0.0010441679999999565,33531.500227700206
18,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,273,0.001091933999999739,33531.500227700206
19,Lasso Regression[reg=0.05],Boston,13,1,L-BFGS-B,273,0.0011311580000001875,33531.500227700206
20,Lasso Regression[reg=0.05],Boston,13,0,sklearn,1,0.0006821289999998648,88312.17334612526
21,Lasso Regression[reg=0.05],Boston,13,1,sklearn,1,0.0005386800000000136,88312.17334612526
22,Lasso Regression[reg=0.05],Boston,13,0,sklearn,2,0.0005046669999999587,57467.330882501745
23,Lasso Regression[reg=0.05],Boston,13,1,sklearn,2,0.0005804120000001411,57467.330882501745
24,Lasso Regression[reg=0.05],Boston,13,0,sklearn,3,0.0005273950000002081,41546.397794691235
25,Lasso Regression[reg=0.05],Boston,13,1,sklearn,3,0.0005137250000002425,41546.397794691235
26,Lasso Regression[reg=0.05],Boston,13,0,sklearn,4,0.0005199540000000447,37790.277427098605
27,Lasso Regression[reg=0.05],Boston,13,1,sklearn,4,0.0004900170000001758,37790.277427098605
28,Lasso Regression[reg=0.05],Boston,13,0,sklearn,6,0.000544568000000023,34731.435884262435
