,objective_name,data_name,scale,idx_rep,solver_name,stop_val,time,objective_value
0,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,1,0.004994393000000041,44927.92290906013
1,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,2,0.0010419059999997593,40660.398645278256
2,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,3,0.0007042269999999462,33809.1017130776
3,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,4,0.0008565640000002261,33546.309961708954
4,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,6,0.0009226789999998708,33531.500227700206
5,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,9,0.0010921459999999605,33531.500227700206
6,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,16,0.001244683999999996,33531.500227700206
7,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,34,0.0011329600000000717,33531.500227700206
8,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,88,0.001047392000000258,33531.500227700206
9,Lasso Regression[reg=0.05],Boston,13,0,L-BFGS-B,273,0.001091933999999739,33531.500227700206
10,Lasso Regression[reg=0.05],Boston,13,0,sklearn,1,0.0006821289999998648,88312.17334612526
11,Lasso Regression[reg=0.05],Boston,13,0,sklearn,2,0.0005046669999999587,57467.330882501745
12,Lasso Regression[reg=0.05],Boston,13,0,sklearn,3,0.0005273950000002081,41546.397794691235
13,Lasso Regression[reg=0.05],Boston,13,0,sklearn,4,0.0005199540000000447,37790.277427098605
14,Lasso Regression[reg=0.05],Boston,13,0,sklearn,6,0.000544568000000023,34731.435884262435
15,Lasso Regression[reg=0.05],Boston,13,0,sklearn,9,0.00047745200000015586,33707.17065538653
16,Lasso Regression[reg=0.05],Boston,13,0,sklearn,13,0.0005475409999999847,33540.474889988516
17,Lasso Regression[reg=0.05],Boston,13,0,sklearn,19,0.0005161870000001123,33531.50022770021
18,Lasso Regression[reg=0.05],Boston,13,0,sklearn,28,0.0005381449999997123,33531.50022770021
19,Lasso Regression[reg=0.05],Boston,13,0,sklearn,50,0.0006016049999999495,33531.50022770021
20,Lasso Regression[reg=0.05],Boston,13,0,sklearn,107,0.0006767690000000215,33531.50022770021
21,Lasso Regression[reg=0.05],Boston,13,0,sklearn,277,0.000935861999999954,33531.50022770021
22,Lasso Regression[reg=0.05],Boston,13,0,sklearn,861,0.0015737949999996559,33531.50022770021
23,Lasso Regression[reg=0.1],Boston,13,0,L-BFGS-B,1,0.00045574900000033836,55928.62293722581
24,Lasso Regression[reg=0.1],Boston,13,0,L-BFGS-B,2,0.0006048910000000518,54043.314940422286
25,Lasso Regression[reg=0.1],Boston,13,0,L-BFGS-B,3,0.0007744729999998867,47186.83537549635
26,Lasso Regression[reg=0.1],Boston,13,0,L-BFGS-B,4,0.0009781740000001093,45688.19098735979
27,Lasso Regression[reg=0.1],Boston,13,0,L-BFGS-B,6,0.0008958699999999098,45680.993551693755
28,Lasso Regression[reg=0.1],Boston,13,0,L-BFGS-B,9,0.0013161620000001761,45680.993551693755
29,Lasso Regression[reg=0.1],Boston,13,0,L-BFGS-B,16,0.001526058999999691,45680.993551693755
30,Lasso Regression[reg=0.1],Boston,13,0,L-BFGS-B,34,0.0015755410000002357,45680.993551693755
31,Lasso Regression[reg=0.1],Boston,13,0,L-BFGS-B,88,0.0013718090000001126,45680.993551693755
32,Lasso Regression[reg=0.1],Boston,13,0,L-BFGS-B,273,0.0012352240000002013,45680.993551693755
33,Lasso Regression[reg=0.1],Boston,13,0,sklearn,1,0.0005716319999997665,103068.77153785394
34,Lasso Regression[reg=0.1],Boston,13,0,sklearn,2,0.0004321690000002043,57752.84444760837
35,Lasso Regression[reg=0.1],Boston,13,0,sklearn,3,0.0005971969999998272,52098.094653934415
36,Lasso Regression[reg=0.1],Boston,13,0,sklearn,4,0.0004857209999999945,49091.581840782295
37,Lasso Regression[reg=0.1],Boston,13,0,sklearn,6,0.0005007639999998759,46643.19217486937
38,Lasso Regression[reg=0.1],Boston,13,0,sklearn,9,0.0004792299999998306,45823.33917940871
39,Lasso Regression[reg=0.1],Boston,13,0,sklearn,13,0.0005345939999998883,45689.910826342224
40,Lasso Regression[reg=0.1],Boston,13,0,sklearn,19,0.0006268650000000875,45680.99355169378
41,Lasso Regression[reg=0.1],Boston,13,0,sklearn,28,0.0005435380000000656,45680.99355169378
42,Lasso Regression[reg=0.1],Boston,13,0,sklearn,50,0.0005234319999996018,45680.99355169378
43,Lasso Regression[reg=0.1],Boston,13,0,sklearn,107,0.0006905459999999586,45680.99355169378
44,Lasso Regression[reg=0.1],Boston,13,0,sklearn,277,0.0008393540000000144,45680.99355169378
45,Lasso Regression[reg=0.1],Boston,13,0,sklearn,861,0.0016982209999998332,45680.99355169378
46,Lasso Regression[reg=0.5],Boston,13,0,L-BFGS-B,1,0.0004591080000002634,121129.43416288716
47,Lasso Regression[reg=0.5],Boston,13,0,L-BFGS-B,2,0.0007162479999998084,120315.10402310327
48,Lasso Regression[reg=0.5],Boston,13,0,L-BFGS-B,3,0.000841077999999662,118733.09144570332
49,Lasso Regression[reg=0.5],Boston,13,0,L-BFGS-B,4,0.0008664080000002627,118733.09144570332
50,Lasso Regression[reg=0.5],Boston,13,0,L-BFGS-B,7,0.0007969929999998016,118733.09144570332
51,Lasso Regression[reg=0.5],Boston,13,0,L-BFGS-B,15,0.0009169470000003344,118733.09144570332
52,Lasso Regression[reg=0.5],Boston,13,0,L-BFGS-B,38,0.0008426689999998516,118733.09144570332
53,Lasso Regression[reg=0.5],Boston,13,0,L-BFGS-B,118,0.0008843660000001918,118733.09144570332
54,Lasso Regression[reg=0.5],Boston,13,0,sklearn,1,0.0005025559999998208,124412.93444954781
55,Lasso Regression[reg=0.5],Boston,13,0,sklearn,2,0.000493711999999924,121752.94579661635
56,Lasso Regression[reg=0.5],Boston,13,0,sklearn,3,0.0004994890000000751,120338.68517330385
57,Lasso Regression[reg=0.5],Boston,13,0,sklearn,4,0.0004636019999999519,119586.75222485006
58,Lasso Regression[reg=0.5],Boston,13,0,sklearn,6,0.000674062999999947,118974.40663550151
59,Lasso Regression[reg=0.5],Boston,13,0,sklearn,9,0.0005041420000000407,118769.36028496592
60,Lasso Regression[reg=0.5],Boston,13,0,sklearn,13,0.0005200209999998151,118735.98967217832
61,Lasso Regression[reg=0.5],Boston,13,0,sklearn,19,0.00048010099999995504,118733.15691389018
62,Lasso Regression[reg=0.5],Boston,13,0,sklearn,28,0.0006210399999999616,118733.09166797152
63,Lasso Regression[reg=0.5],Boston,13,0,sklearn,42,0.000559055000000086,118733.0914457354
64,Lasso Regression[reg=0.5],Boston,13,0,sklearn,63,0.0006399990000001132,118733.09144570335
65,Lasso Regression[reg=0.5],Boston,13,0,sklearn,94,0.0005866910000000836,118733.09144570335
66,Lasso Regression[reg=0.5],Boston,13,0,sklearn,169,0.0008084149999998402,118733.09144570335
67,Lasso Regression[reg=0.5],Boston,13,0,sklearn,365,0.0010617749999997095,118733.09144570335
68,Lasso Regression[reg=0.5],Boston,13,0,sklearn,946,0.0020446930000002084,118733.09144570334
69,Lasso Regression[reg=0.5],Boston,13,0,sklearn,2452,0.004311998000000372,118733.09144570334
70,Lasso Regression[reg=0.05],finance,4272227,0,sklearn,1,0.7202863849999996,18056.451532261966
71,Lasso Regression[reg=0.05],finance,4272227,0,sklearn,2,0.7951465939999984,17713.811245065834
72,Lasso Regression[reg=0.05],finance,4272227,0,sklearn,3,0.9731992510000005,17392.78207742176
73,Lasso Regression[reg=0.05],finance,4272227,0,sklearn,4,1.1139030510000012,17092.000965773797
74,Lasso Regression[reg=0.05],finance,4272227,0,sklearn,6,1.3420862759999963,16546.155091752356
75,Lasso Regression[reg=0.05],finance,4272227,0,sklearn,9,1.8013089710000045,15849.83278312034
