,objective_name,data_name,scale,idx_rep,solver_name,stop_val,time,objective_value
0,Lasso Regression[reg=0.05],Boston,13,0,Julia-PGD,1,1.9963089870000026,44944.23835622001
1,Lasso Regression[reg=0.05],Boston,13,1,Julia-PGD,1,0.00019544199999899092,44944.23835622001
2,Lasso Regression[reg=0.05],Boston,13,2,Julia-PGD,1,0.00014926499999745602,44944.23835622001
3,Lasso Regression[reg=0.05],Boston,13,3,Julia-PGD,1,0.0001477039999997487,44944.23835622001
4,Lasso Regression[reg=0.05],Boston,13,4,Julia-PGD,1,0.0001412549999990631,44944.23835622001
5,Lasso Regression[reg=0.05],Boston,13,0,Julia-PGD,2,0.00016397299999937331,43158.121775636304
6,Lasso Regression[reg=0.05],Boston,13,1,Julia-PGD,2,0.0002466249999990566,43158.121775636304
7,Lasso Regression[reg=0.05],Boston,13,2,Julia-PGD,2,0.00022193799999925545,43158.121775636304
8,Lasso Regression[reg=0.05],Boston,13,3,Julia-PGD,2,0.00017245700000145803,43158.121775636304
9,Lasso Regression[reg=0.05],Boston,13,4,Julia-PGD,2,0.00015862799999766253,43158.121775636304
10,Lasso Regression[reg=0.05],Boston,13,0,Julia-PGD,3,0.0002079449999996541,41600.74035567238
11,Lasso Regression[reg=0.05],Boston,13,1,Julia-PGD,3,0.00017844699999969293,41600.74035567238
12,Lasso Regression[reg=0.05],Boston,13,2,Julia-PGD,3,0.00023149799999799825,41600.74035567238
13,Lasso Regression[reg=0.05],Boston,13,3,Julia-PGD,3,0.00024556700000033516,41600.74035567238
14,Lasso Regression[reg=0.05],Boston,13,4,Julia-PGD,3,0.00023236999999909358,41600.74035567238
15,Lasso Regression[reg=0.05],Boston,13,0,Julia-PGD,4,0.00026327599999831364,40298.55521840369
16,Lasso Regression[reg=0.05],Boston,13,1,Julia-PGD,4,0.0002264929999995502,40298.55521840369
17,Lasso Regression[reg=0.05],Boston,13,2,Julia-PGD,4,0.00020044800000107443,40298.55521840369
18,Lasso Regression[reg=0.05],Boston,13,3,Julia-PGD,4,0.0002195220000018594,40298.55521840369
19,Lasso Regression[reg=0.05],Boston,13,4,Julia-PGD,4,0.00018912799999881713,40298.55521840369
20,Lasso Regression[reg=0.05],Boston,13,0,Julia-PGD,6,0.0003477040000028353,38495.62596575893
21,Lasso Regression[reg=0.05],Boston,13,1,Julia-PGD,6,0.0002665509999992821,38495.62596575893
22,Lasso Regression[reg=0.05],Boston,13,2,Julia-PGD,6,0.00024079000000298834,38495.62596575893
23,Lasso Regression[reg=0.05],Boston,13,3,Julia-PGD,6,0.0002500699999998801,38495.62596575893
24,Lasso Regression[reg=0.05],Boston,13,4,Julia-PGD,6,0.0002690520000001584,38495.62596575893
25,Lasso Regression[reg=0.05],Boston,13,0,Julia-PGD,9,0.00032145700000185684,36650.46122715615
26,Lasso Regression[reg=0.05],Boston,13,1,Julia-PGD,9,0.00027990699999946855,36650.46122715615
27,Lasso Regression[reg=0.05],Boston,13,2,Julia-PGD,9,0.00027704300000053195,36650.46122715615
28,Lasso Regression[reg=0.05],Boston,13,3,Julia-PGD,9,0.00026609500000063235,36650.46122715615
29,Lasso Regression[reg=0.05],Boston,13,4,Julia-PGD,9,0.000303707000000486,36650.46122715615
30,Lasso Regression[reg=0.05],Boston,13,0,Julia-PGD,13,0.00035789900000082753,35208.842966546494
31,Lasso Regression[reg=0.05],Boston,13,1,Julia-PGD,13,0.0003389800000022092,35208.842966546494
32,Lasso Regression[reg=0.05],Boston,13,2,Julia-PGD,13,0.00031731500000020674,35208.842966546494
33,Lasso Regression[reg=0.05],Boston,13,3,Julia-PGD,13,0.00032101300000064725,35208.842966546494
34,Lasso Regression[reg=0.05],Boston,13,4,Julia-PGD,13,0.00032808099999925844,35208.842966546494
35,Lasso Regression[reg=0.05],Boston,13,0,Julia-PGD,19,0.0005349919999986241,34191.19000089575
36,Lasso Regression[reg=0.05],Boston,13,1,Julia-PGD,19,0.0003834200000021326,34191.19000089575
37,Lasso Regression[reg=0.05],Boston,13,2,Julia-PGD,19,0.00034017500000160794,34191.19000089575
38,Lasso Regression[reg=0.05],Boston,13,3,Julia-PGD,19,0.0003670239999991054,34191.19000089575
39,Lasso Regression[reg=0.05],Boston,13,4,Julia-PGD,19,0.0003212460000021622,34191.19000089575
40,Lasso Regression[reg=0.05],Boston,13,0,Julia-PGD,28,0.00043159599999853526,33691.30855350089
41,Lasso Regression[reg=0.05],Boston,13,1,Julia-PGD,28,0.00041055100000164657,33691.30855350089
42,Lasso Regression[reg=0.05],Boston,13,2,Julia-PGD,28,0.0004035229999992396,33691.30855350089
43,Lasso Regression[reg=0.05],Boston,13,3,Julia-PGD,28,0.00045864999999878364,33691.30855350089
44,Lasso Regression[reg=0.05],Boston,13,4,Julia-PGD,28,0.0005385870000012005,33691.30855350089
45,Lasso Regression[reg=0.05],Boston,13,0,Julia-PGD,42,0.0008117660000017679,33544.95324719039
46,Lasso Regression[reg=0.05],Boston,13,1,Julia-PGD,42,0.0007273840000010523,33544.95324719039
47,Lasso Regression[reg=0.05],Boston,13,2,Julia-PGD,42,0.0007807670000019584,33544.95324719039
48,Lasso Regression[reg=0.05],Boston,13,3,Julia-PGD,42,0.000827045000001192,33544.95324719039
